name,description,ingredients,etapes,source
Mexican Orange Sauce,"You might find this sauce in squeeze bottles set on the table or in a basket at restaurants or food carts serving street-style tacos. The sauce is emulsified in a blender and seems creamy even though the sauce contains no cream. This recipe makes a big batch, but you’ll find yourself spooning or pouring it on just about anything, including a good turkey sandwich, a burger, and of course, tacos. Bottle it and give it as a gift. It keeps in the refrigerator for several weeks. Uses [KitchenAid® K150 Blender](https://www.kitchenaid.com/countertop-appliances/blenders/blender-products/p.k150-3-speed-ice-crushing-blender.ksb1325pa.html).","Ingredients  1 Tbsp fine sea salt  1/3 cup water  1/3 cup apple cider vinegar  1 Guajillo chile pod (stemmed)  1/2 cup dried chiles de årbol (packed, stemmed)  3 large garlic cloves (peeled)  1 cup avocado oil (or grapeseed oil)  1/2 medium yellow onion  4 large Roma plum tomatoes","Step by stepSpecial Equipment: broiler; sauté pan.Position an oven rack in the upper third of the oven and preheat the broiler to high. Line a medium-sized rimmed baking sheet with parchment paper. Halve the tomatoes and remove the seeds. Place cut side down on the baking sheet. Slice the onions into 1/4-thick rounds and arrange in a single layer on the baking sheet. Broil until the tomatoes and onions are soft and the tomato skins and edges of the onions are charred, about 10 to 12 minutes. While tomatoes and onions are broiling, in a medium skillet set over medium-high heat, warm 2 tablespoons of the oil. Swirl to coat the bottom of the pan. Add the garlic cloves and use tongs to turn to brown all sides, about 3 minutes. Add both chiles and stir frequently to toast them, about 2 minutes. They will darken but remove from the heat before they blacken. Transfer the chiles and garlic and any oil remaining in the pan to the blender. Add the vinegar, water, and salt and let the chiles soften in the liquid for 5 minutes. Add the broiled tomatoes and onions along with the remaining oil. Blend on speed 3 until the sauce is emulsified and creamy orange in color. The sauce will be thick. Transfer to bottles or a glass quart-size jar with a tight-fitting lid. Refrigerate until ready to serve. The sauce will keep for up to 3 weeks.",kitchenaid
"Holiday Brunch Strata with Ham, Spinach & Cheese","Holiday Brunch Strata with Ham, Spinach & Cheese","Ingredients  1/2 cup grated Parmesan cheese  1 cup diced, cooked ham  6 cups of cubed bread, cut into 1-inch cubes  Dash of hot sauce  Dash of cayenne  1/8 teaspoon nutmeg  Kosher salt and fresh ground black pepper, to taste  Kosher salt and fresh ground black pepper, to taste  1 teaspoon Worcestershire sauce  1 teaspoon Dijon mustard  1 cup coarsely shredded cheese (Gruyere, Swiss or Cheddar)  8 large eggs  1 1/4 cups heavy cream  1 1/2 cups whole milk  1 package of frozen spinach, thawed and squeezed dry  1 clove garlic, minced  2 tablespoons olive oil","Step by stepCut your bread into 1-inch cubes and place in the bottom of a greased 9×13 casserole dish. Then you are going to heat the olive oil in a skillet over medium heat and sauté the minced garlic for a minute or two. Stir in spinach and sauté for about 5 minutes until cooked through; remove from heat, set aside.In the mixing bowl of the KitchenAid® Stand Mixer, add the whole milk, cream, eggs, cheese, mustard, salt and pepper, cayenne, nutmeg and hot sauce.Whisk together on low speed until ingredients are mixed together well.Pour the milk, cheese and egg custard over the bread cubes in the casserole dish and press down to coat all the bread completely with the egg mixture.Layer on top the spinach and garlic mixture, spreading evenly over the casserole and top with the cubed cooked ham, pressing down into the casserole dish.Sprinkle additional cheese on top. Press down on the mixture and evenly spread out the ham and cheese throughout the casserole dish. Cover the strata tightly with foil and chill for at least 2 hours to overnight.Preheat oven to 350 degrees F. Bake the strata, covered, until eggs are set and the edges are bubbling, about 30 minutes. Uncover and sprinkle with Parmesan cheese and bake for another 10 minutes. If the top starts getting too brown, cover it with foil towards the end of cooking. Increase oven temperature to the broiler on high and move the rack to the top of the oven and broil until the strata is bubbly and golden brown, for another few minutes. Pierce the strata with a knife in the center to check for doneness – if it comes out clean then the bread custard is cooked through.",kitchenaid
Butternut Squash Noodles with Blue Cheese and Sage,Butternut Squash Noodles with Blue Cheese and Sage,"Ingredients  1/2 teaspoon freshly ground black pepper  1/2 teaspoon salt  2 tablespoons blue cheese, crumbled  2 teaspoons vinegar  2 teaspoon parsley, chopped  2 tablespoons fresh sage, chopped  1/4 cup chicken or vegetable stock  1 clove garlic  1/2 cup red onion, chopped  3 teaspoons olive oil, divided  1 butternut squash, neck end only, cut into 4 inch sections","Step by stepPreheat oven to 400°FAttach Spiralizer Attachment to your KitchenAid® Stand Mixer. Center squash on fruit and vegetable skewer; attach to Spiralizer. Attach peeling blade and medium spiralizing blade, and position at end of squash. Place medium bowl below blades to catch spiralized squash. Turn stand mixer to speed 6 and process until blade reaches end of squash.Toss with 1 teaspoon olive oil and spread out onto baking sheet. Bake 8-10 minutes. Remove from oven.Heat remaining 2 teaspoons olive oil in large skillet. Add red onion and garlic and sauté 1 minute. Add butternut squash to skillet and sauté 1 to 2 minutes. Deglaze pan with stock and simmer 1 to 2 minutes. Stir in sage, parsley and vinegar.Divide between 6 plates. Sprinkle with blue cheese and season with salt and pepper and serve immediately.",kitchenaid
Naan Flatbread,Naan Flatbread,"Ingredients  ¼ teaspoon (1 ml) ground cumin  ½ teaspoon (2 mL) kosher salt  1-1/4 teaspoons (6 ml) mild harissa paste  2 tablespoons (30 ml) fresh cilantro, chopped  1 cup (250 ml) plain yogurt  1/8 teaspoon (0.5 ml) sea salt  2 tablespoons (30 ml) ghee or clarified butter, softened  1 1/2 teaspoons(7 ml) vegetable oil  ¼ cup (50 ml) plain yogurt, room temperature  ¼ cup (50 ml) warm water  1/4 teaspoon (1 ml) kosher salt  ¼ teaspoon (1 ml) baking soda  ½ teaspoon (2 ml) granulated sugar  1 cup (250 ml) all-purpose flour","Step by stepAdd flour, sugar, baking soda and salt to Bowl of KitchenAid® Artisan Mini Stand Mixer. Attach Bowl and Dough Hook to mixer.  Turn to Speed 4 and add water, yogurt and oil.  Continue mixing 6-8 minutes or until dough forms a uniform ball.  Remove Bowl and cover with damp cloth.  Let stand at room temperature about 2 hours or until doubled in size.  Heat large cast iron pan on medium-high heat.  Divide dough into four equal balls.  Roll each dough ball into thin 7 or 8-inch circle.  Brush top lightly with a bit of water.  Lifting carefully with two hands, place one.",kitchenaid
Lemon-Scented Strawberry Jelly Donuts,Uses KitchenAid® 13 Cup Food Processor.,"Ingredients  1 1/2 cups strawberry jam (or jelly, for finishing)  1 cup granulated sugar (for finishing)  5 cups canola oil (for frying)  1/2 teaspoon sea salt  1 teaspoon lemon zest  1 teaspoon lemon juice  1 large egg (room temperature)  6 tablespoons butter (at room temperature)  1 tablespoon granulated sugar (for dough)  1/3 cup granulated sugar (for dough)  3 1/4 cups all purpose flour (separated)  1 tablespoon active dry yeast  3/4 cup milk","Step by stepSPECIAL EQUIPMENT: KitchenAid® 13 cup food processor with dough attachment; 2 sheet pans; plastic wrap; 4 quart saucepan; candy thermometer; pastry bag with regular tip.MAKE THE DOUGH: Measure the milk into a microwave safe glass measuring cup and warm the milk until it's warm (not hot) to the touch, about 30 seconds. Add 1 tablespoon of sugar and the yeast, and gently whisk to combine. Allow to sit until yeast is activated and foamy, about 3-5 minutes. Fit your KitchenAid® 13-cup food processor with the dough blade. Add 3 cups (408g) of flour, 1/3 (67g) cup of sugar, the butter, egg, lemon juice, lemon zest and salt. Secure the lid and turn the processor on low. Allow the mixture to process for 1 minute undisturbed. Then, without stopping the machine, remove the food tube and add the remaining 1/4 cup (34g) flour. Allow the dough to knead for another 3-4 minutes, or until it is smooth and tender.Lightly spray a large bowl with oil. Remove the dough from the processor, form a smooth ball, then place the dough in the bowl. Cover the bowl tightly with plastic wrap and let stand in a warm spot until doubled in size, about 2 hours.FORM THE DONUTS: Prepare a large baking sheet by lining it with plastic wrap. When dough is risen, punch down the dough, place on a clean work surface, and press into a rectangle about 15”x5”. Slice the rectangle lengthwise into two equal pieces, then slice each narrow strip into 12 pieces. Take each strip of dough and knead/roll into a smooth ball a little larger than a golf ball. Place the formed dough balls onto the prepared baking sheet being sure to leave adequate space between them for the second rise. When all dough balls are formed, cover the tray with plastic wrap, place the tray in a warm area, and allow to rise until they have doubled in size, or about an hour.FRY THE DONUTS: Heat canola oil in a 4 quart saucepan until about 350°F/177°C. While oil is heating, prepare a separate sheet tray or cooling rack by lining it with a double layer of paper towels; place the prepared tray beside the stove where you will be frying the donuts. Place 1 cup of sugar in a bowl, and set aside on the prepared tray. Working in batches, fry the doughnuts until golden, about 2 minutes per side, turning once. Use a slotted spoon to remove donuts onto the paper-towel lined tray. Allow to cool slightly before rolling each fried donut in granulated sugar. FILL THE DONUTS: When all donuts are rolled in sugar, fill a pastry bag with jam. Working one donut at a time, use a sharp knife to cut a 1/2” slit/pocket through the side of the donut, then insert the pastry tip into the pocket and fill the donut with jam.",kitchenaid
Grilled Pound Cake with Caramelized Banana,Grilled Pound Cake with Caramelized Banana,"Ingredients  ¼ cup coconut  Pinch of sea salt  ¼ tsp. cinnamon  ¼ cup dark rum  3 firm bananas  2 Tbsp. brown sugar  6 tsp. plus 2 Tbsp. butter, divided  6 slices pound cake","Step by stepPlace the Smart Oven+ Grill Attachment in oven. Select GRILL Mode and preheat Grill to High heat setting.Butter both sides of pound cake with 6 teaspoons butter. Set aside.Melt 2 tablespoons butter in large skillet over medium heat. Add brown sugar to melted butter.  Peel bananas and cut in half lengthwise. Add bananas to skillet, cut side down, and let cook 10-15 minutes undisturbed. Add rum, cinnamon and sea salt to skillet and cook 1 minute. Remove from heat.Arrange buttered pound cake on Grill and cook 3-4 minutes per side. Remove and divide between 6 plates. Top with caramelized bananas, coconut and pan sauce. Serve immediately.",kitchenaid
Lime Avocado Banana Kale Smoothie,Uses [KitchenAid® K400 Blender](https://yummly.app.link/riAWRIPkd1).,Ingredients  2 medium frozen bananas (sliced)  2 pitted dates  1/2 medium avocado (pitted and peeled)  1 cup baby kale  1/4 cup fresh lime juice  1 teaspoon finely grated lime zest  2 cups raw coconut water (or filtered water),"Step by stepThrow all of the ingredients into your KitchenAid® blender in the order listed, secure the lid, and blend on high for 30 to 60 seconds until smooth and creamy.",kitchenaid
Blackberry Coffee Cake with Spiced Oat Streusel,Uses [KitchenAid® Stand Mixer](https://yummly.app.link/k3bnNNhsd1) and [Sifter + Scale Attachment](https://yummly.app.link/WVsBbRrsd1).,"Ingredients  2 teaspoons Pure Vanilla Extract (2 tsp. = 4.2 g)  3/4 cup Buttermilk (3/4 cup = 180 mL, at room temperature)  1/4 teaspoon Freshly Ground Nutmeg (1/4 tsp. = 0.57 g)  1/2 teaspoon Ground Ginger (1/2 tsp. = 1.15 g)  1 teaspoon Ground Cardamom (1 tsp. = 2.3 g)  2 teaspoons Ground Cinnamon (2 tsp. = 4.6 g)  1/2 teaspoon Baking Soda (1/2 tsp. = 3 g)  1/2 teaspoon Baking Powder (1/2 tsp. = 2 g)  1 teaspoon Fine Sea Salt (1 tsp. = 4.6 g)  3 cups All-Purpose Flour (3 cups = 360 g)  1/4 cup Sour Cream (1/4 cup = 60 mL, at room temperature)  3 Large Eggs (3 eggs = 90 g, at room temperature)  3 tablespoons Canola Oil (3 Tbsp. = 45 g)  2 cups Granulated Sugar (2 cups = 400 g)  1 cup Unsalted Butter (1 cup = 226 g, at room temperature)  3/4 cup Pecans (3/4 cup = 90 g, chopped)  1/4 teaspoon Fine Sea Salt (1/4 tsp. = 1.5 g)  1/3 cup Granulated Sugar (1/3 cup = 66 g)  3 cups Fresh Blackberries (3 cups = 340 g, halved)  1/2 teaspoon Fine Sea Salt (1/2 tsp. = 2.3 g)  1/4 teaspoon Freshly Ground Nutmeg (1/4 tsp. = 0.57 g)  1/2 teaspoon Ground Cardamom (1/2 tsp. = 1.15 g)  3/4 teaspoon Ground Cinnamon (3/4 tsp. = 1.72 g)  1 cup All-Purpose Flour (1 cup = 120 g)  3/8 cup Dark Brown Sugar (3/8 cup = 1/4 cup + 2 Tbsp. = 81 g, packed)  1/4 cup Old-Fashioned Rolled Oats (1/4 cup = 32 g)  3/4 teaspoon Pure Vanilla Extract (3/4 tsp. = 1.5 g)  6 tablespoons Unsalted Butter (6 Tbsp. = 85 g, divided)","Step by stepPosition an oven rack in the center of the oven and preheat the oven to 325ºF/160ºC/gas 3. Melt the butter. Using 1 tablespoon of the melted butter, generously butter a 9-in/23-cm by 13-in/33-cm baking dish. Set aside.To make the streusel topping, combine the remaining melted butter and vanilla in a small bowl. Set aside. Place the oats and brown sugar in the bowl of your KitchenAid® Stand Mixer fitted with the flat beater. Attach the KitchenAid® Sifter + Scale Attachment to your mixer. Close the ingredient valve. Weigh the flour, spices, and salt in the ingredient hopper, taring the scale between ingredients. Turn the mixer to medium-low speed, open the ingredient valve, and sift the flour mixture into the mixing bowl. While mixing, pour the butter mixture down the side of the bowl and mix just until incorporated, about 1 minute. (Don’t overmix or the streusel topping will turn into one big clump rather than a crumbly mixture.) Turn the mixer off, transfer the streusel topping to a bowl, and set aside. Wipe out the mixing bowl and paddle attachment.To make the fruit filling, in a medium bowl, gently stir together the blackberries, sugar, and salt. Set aside.To make the coffeecake, spread the nuts in a single layer on a small rimmed baking sheet, and bake until fragrant and starting to color, 5 to 8 minutes. Set aside to cool.Put the butter in the mixing bowl. Close the ingredient valve. Weigh the sugar in the ingredient hopper.  With the mixer on medium-low speed, open the ingredient valve, and sift in the sugar. Cream the butter and sugar on a high speed until light and fluffy, about 2 minutes. Beat in the canola oil, one tablespoon at a time until incorporated. Add the eggs, one at a time, beating well after each addition. Turn off the mixer. Add the sour cream and beat until incorporated, 30 seconds longer. Turn the mixer off and scrape down the sides of the bowl.Close the ingredient valve. Weigh the flour, salt, baking powder, baking soda, and spices in the ingredient hopper.  With the mixer on medium-low speed, open the ingredient valve, and sift in the flour mixture. At the same time pour the buttermilk and vanilla down the side of the mixing bowl. Mix just until incorporated, 30 seconds to 1 minute longer.Turn the mixer off, remove the bowl from the mixer, and, using a rubber spatula, scrape down the sides of the bowl. Fold in the toasted pecans.Pour half of the batter into the prepared pan and spread evenly with a small offset spatula. Distribute the fruit over top, spreading it evenly over the batter. Leave a 1/4-inch border so the fruit doesn’t burn on the sides of the pan. Top with the remaining batter, spreading it evenly. Crumble the streusel topping and sprinkle it evenly over the top of the batter.Bake the coffeecake until the streusel is deeply golden brown, and a toothpick inserted into the center comes out clean, 50 to 55 minutes. For even baking, at the midpoint, rotate the pan from front to back. Let the coffeecake cool in the pan on a wire rack for 20 minutes before cutting into squares and serving. The coffeecake can be made 1 day in advance and kept covered at room temperature. (The coffeecake freezes well. Cover tightly and freeze for up 30 days. Thaw at room temperature, cut into squares, and rewarm before serving.)",kitchenaid
Swiss Chocolate Cake Roll,Swiss Chocolate Cake Roll,"Ingredients  1 tablespoon salted butter, cut into cubes  3/4 cup heavy cream  4 ounces dark chocolate (60-70%), finely chopped  1/4 cup heavy cream  1 cup powdered sugar, sifted (more as needed)  8 ounces marshmallow fluff  2 tablespoons unflavored vegetable shortening, room temperature  6 tablespoons unsalted butter, room temperature  2 ounces dark chocolate (60-70%), finely chopped  1/4 cup unsalted butter, cut into cubes  1/2 teaspoon instant espresso powder  1 teaspoon vanilla extract  3/4 cup granulated sugar  4 large eggs, room temperature  1/2 teaspoon kosher salt  1/2 teaspoon baking soda  1/2 teaspoon baking powder  1/4 cup dark or dutch processed cocoa powder  3/4 cup all-purpose flour","Step by stepPreheat oven to 350º F. Lightly butter a 10×15″ Jelly Roll Pan from the KitchenAid® 5pc Bakeware Set. Line the bottom with parchment paper and lightly butter parchment.Sift together flour, cocoa powder, baking powder, baking soda, and salt and set aside.Use your KitchenAid® Stand Mixer fitted with the flat beater to beat eggs and sugar for 3 to 5 minutes until they’re thick and pale. Mix in vanilla and espresso powder.Gently melt butter and chopped chocolate in the microwave for 60 to 90 seconds on medium power, stirring every 30 seconds. Stop heating when the chocolate is almost melted; the residual heat should be enough to melt it the rest of the way.With the Stand Mixer running on low speed, drizzle in the melted chocolate mixture until evenly incorporated, scraping down the sides of the bowl as necessary.Sprinkle dry ingredients over top, and fold into batter using a large rubber spatula. Spread into prepared pan, using an offset spatula to spread the batter evenly into the corners.Bake for 10 to 12 minutes or until the cake springs back when touched with a fingertip. Remove from oven and let cool for 2 minutes, then turn out the cake upside down onto a piece of parchment paper sprinkled lightly with powdered sugar. You can also use a clean dish towel.Peel away parchment paper from the bottom of the cake, then gently roll up the cake starting with the short side. Doing this while the cake is still warm will give the cake some ‘muscle memory’ and allow it to be rolled with the filling without cracking. Set the rolled-up cake seam-side down, and let cool completely for at least 30 minutes.While the cake is cooling, prepare the filling. In the KitchenAid® Design Series Embossed Ceramic Bowl of your Stand Mixer fitted with the flat beater, beat the butter and shortening together until fluffy. Add marshmallow fluff and beat until evenly incorporated, then add sifted powdered sugar, beating on medium speed until fluffy, scraping down the sides of the bowl as needed.Add heavy cream and mix until incorporated, then increase the speed to medium-high and beat for 2 to 3 minutes or until light and fluffy. If the filling is still rather loose, you can add 1/4 to 1/2 cup more powdered sugar as needed to achieve desired consistency.Gently unroll the cooled cake, peeling back parchment paper as you go. Spread a 3/8-inch thick layer of filling over the top of the cake. Don’t make this layer too thick or you’ll find yourself with a big old mess when you try to roll it up (you may not need all of the filling). Starting with the same short side as before, carefully roll up the cake, trying not to let the filling squish out too much. Set the seam side down, then refrigerate for at least 30 minutes to allow the filling to set up a bit (this will make it much easier to slice later).Meanwhile, to make the glaze, place chopped chocolate in a heat-proof bowl. Warm cream in a small saucepan over medium-low heat until it just begins to bubble around the edges (do not let it boil). Pour evenly over chopped chocolate; let sit for 30 seconds, then gently whisk, in concentric circles starting in the very center, until chocolate is melted and mixture is smooth. Whisk in butter, one cube at a time, until melted and completely smooth.Transfer the cake roll to a wire rack set inside a sheet pan (this will catch any excess glaze). Pour glaze over top, spreading as needed to get any remaining exposed areas, until the top and sides of the cake are completely covered in glaze.",kitchenaid
Mother’s Day Quiche Lorraine,Mother’s Day Quiche Lorraine,"Ingredients  1 tablespoon chopped chives  1/8 teaspoon cayenne pepper  1/8 teaspoon ground nutmeg  1/2 teaspoon freshly ground black pepper  1/2 teaspoon kosher salt  1/2 cup (4 ounces) heavy cream  1 cup (8 ounces) whole milk  4 large eggs  4 ounces grated gruyere cheese (1 cup), divided  4 slices thick cut bacon  2 to 3 tablespoons ice water  1 stick (4 ounces) cold unsalted butter, cut into small pieces  1 teaspoon granulated sugar  1/2 teaspoon fine salt  1 1/4 cups (5.3 ounces) all-purpose flour","Step by stepShape the pie dough into a disk and cover in plastic wrap. Don’t worry if the dough doesn’t come together perfectly, it’s just going to be rolled out anyways. Refrigerate until firm, at least one hour or up to three days.Roll the dough out between two sheets of parchment paper into a 1/8-inch thick 12-inch circle. Gently roll the dough up and around the rolling pin then unroll and drape over a 10-inch diameter, 1 1/2-inch deep quiche or tart pan with a removable bottom, pressing into the pan.Use a rolling pin to roll over the surface of the tart pan to cleanly cut off the excess dough from the edges. Place the crust in the freezer for at least 30 minutes. The longer you freeze, the less likely your crust will shrink during baking.Meanwhile, preheat the oven to 400°F. Line the crust with foil and fill with pie weights. Bake for 15 minutes, or until dry. Remove the crust from the oven and carefully lift the foil with pie weights and set aside. Use a fork to prick holes all over the base of the crust. Return to the oven and continue cooking for another 10 to 12 minutes, or until lightly browned. Remove from the oven and allow to cool while preparing filling.Bake the bacon in the 400°F oven until the fat begins to render, about 5 minutes. Rotate the pan and continue roasting until the bacon is crisp and browned, about 10 to 15 minutes longer. Use tongs to transfer to a paper towel-lined plate to drain. Once cool, chop the bacon into 1/2-inch or smaller pieces. Turn the oven temperature down to 350°F.Place the eggs, milk, cream, salt, pepper, nutmeg, and cayenne inside the pitcher of a KitchenAid® Diamond Blender and pulse until very well combined and frothy. Using the blender will ensure the quiche is nice and light and fluffy once baked.Sprinkle the bacon and half of the grated cheese over the bottom of the pie crust. Pour the egg-milk mixture over then sprinkle the remaining cheese and chives on top. Place the quiche pan on a rimmed baking sheet.Bake at 350°F for 30 to 40 minutes, or until the edges are set but the quiche is still slightly jiggly in the middle. Cool for at least 20 minutes. Serve just warm, at room temperature, or cold.For the crustIn the bowl of a KitchenAid® 7-Cup Food Processor, pulse the flour, salt, and sugar until combined. Add the butter, and pulse until the mixture resembles coarse meal, with larger chunks of butter remaining. Drizzle 2 tablespoons of ice water over the mixture and pulse until it just comes together without being wet, sticky, or crumbly. If the dough doesn’t hold together when pinched between your fingers, add another tablespoon of water and pulse.Place the dough onto a large sheet of plastic wrap. Shape the dough into a disk and chill in the fridge until firm, at least 1 hour or up to 3 days. Dough can be well wrapped in plastic and frozen for up to 2 months. Defrost in the fridge overnight.Roll the dough out between two sheets of parchment paper or on a lightly floured work surface. If the dough is too cold and hard, let sit at room temperature for 5 to 10 minutes before rolling. Roll out into a 1/8-inch thick 12-inch circle. Gently roll the dough up and around the rolling pin then unroll and drape over a 10-inch diameter, 1 1/2-inch deep quiche or tart pan. Gently press into the pan. Use a rolling pin to roll over the surface of the tart pan to cleanly cut off the excess dough from the edges. Place the crust in the freezer for 30 minutes.Preheat the oven to 400°F. Line the crust with foil pressed gently into the bottom and sides, leaving an overhang. Fill the crust with pie weights or dry beans. Bake for 15 minutes, or until dry. Remove the crust and carefully lift the foil with pie weights and set aside. Use a fork to prick holes all over the base of the crust. Return to the oven and continue cooking for another 10 to 12 minutes, or until lightly browned. Remove from the oven and allow to cool while preparing filling.For the fillingMaintain oven temperature at 400°F. Arrange the bacon slices on a foil-lined rimmed baking sheet. Bake until the fat begins to render, about 5 minutes. Rotate the pan and continue roasting until the bacon is crisp and browned, about 10 to 15 minutes longer. Use tongs to transfer to a paper towel-lined plate to drain. Once cool, chop the bacon into 1/2-inch or smaller pieces. Turn the oven temperature down to 350°F.Place the eggs, milk, cream, salt, pepper, nutmeg, and cayenne inside the pitcher of a KitchenAid® Diamond Blender  and pulse until very well combined and frothy.Sprinkle the bacon and half of the grated cheese over the bottom of the pie crust. Pour the egg-milk mixture over. Sprinkle the remaining cheese and chives over the top. Place the quiche pan on a rimmed baking sheet.Bake at 350°F for 30 to 40 minutes, or until the edges are set but the quiche is still slightly jiggly in the middle. Cool for at least 20 minutes. Serve just warm, at room temperature, or cold. Cover and store the quiche in the fridge for up to 3 days. Reheat in a 200°F oven until warmed.",kitchenaid
Braised Chicken with Tomatoes,Braised Chicken with Tomatoes,"Ingredients  ¼ teaspoon (1 ml) crushed red pepper flakes  1 tablespoon (15 ml) chopped fresh oregano  2 tablespoons (30 ml) minced garlic  ¼ cup (50 ml) chicken stock or water  ½ cup (125 ml) white wine  1 can (14.5 ounce) (411 g) diced tomatoes, undrainedl  ½ teaspoon (2 ml) ground black pepper  2 teaspoons (10 ml) kosher salt  1 tablespoon (15 ml) extra virgin olive oil  2 pounds (900 g) bone-in chicken thighs with skin","Step by stepPreheat KitchenAid® Counter top Oven to 450°F and place Oven Rack in Position D.Coat chicken with oil; season with salt and pepper. Arrange, skin-side up, in 1 1 x 7-inch baking dish.Combine remaining ingredients in medium bowl; set aside.Bake chicken 15 minutes. Top with tomato mixture, making sure chicken skin remains exposed Reduce oven temperature to 350°F. Bake 45 minutes or until chicken is done(165°F.) Let stand 5 minutes before serving.Chef’s Tip: Serve over rice or polenta for a great dinner.",kitchenaid
Green Smoothie Bowl,Green Smoothie Bowl,"Ingredients  1/2 cup water  2 teaspoons flax seeds (optional)  1 cup frozen pineapple  1 cup packed baby spinach  1 frozen medium banana, chopped  1 tablespoon cacao nibs  1 tablespoon unsweetened coconut flakes  2 tablespoons pomegranate seeds  6 strawberries, rinsed and dried","Step by stepUse the KitchenAid® Paring Knife to hull and quarter the strawberries for your topping. Slice the quarters into halves or thirds. Set aside.Add the frozen banana, spinach, pineapple and flax seeds to your KitchenAid® Pro Line® Series Blender. Pour in 1/2 cup of water. Blend on low for 15 seconds. Increase the Blender’s speed on the Variable Speed Dial to medium, then high, and blend for an additional 45 seconds. Use the Flex Edge Tamper if needed to facilitate the blending.Pour into a bowl and smooth the top. Arrange the sliced strawberries along the edges. Sprinkle the pomegranate seeds, coconut flakes and cacao nibs on top. Serve immediately.",kitchenaid
Vegetable Pot Pie,,"Ingredients  Cheddar Biscuits and/or 9-inch refrigerated piecrust(s)  1/2 cup frozen peas  6 tablespoons grated Parmesan cheese  1/4 cup dry sherry  6 tablespoons all-purpose flour  1 can (12 ounces) evaporated milk  2 cups chicken or vegetable broth  1 1/2 teaspoons dried thyme, tarragon, or basil  Salt and ground black pepper  6 tablespoons olive oil, divided  1 pound red boiling potatoes and/or sweet potatoes, cut into medium dice  2 pounds vegetables—pick a mix—your choice (see below)  2 medium-large onions (red or white), cut into medium dice or 2 medium leeks, trimmed, quartered lengthwise, cut into medium dice and washed  1 cup cheddar cheese  1/2 cup cold buttermilk, plus a few extra teaspoons if necessary  4 tablespoons unsalted butter, frozen solid  1/4 teaspoon salt  1/8 teaspoon baking soda  1 teaspoon baking powder  1 cup bleached all-purpose flour","Step by stepMix flour, baking powder, soda, salt, and cheddar with a fork in a medium bowl. Using a box grater, coarsely grate butter into the dry ingredients; mix quickly with fingertips to evenly blend. Stir in cheese and then buttermilk; mix until dough just comes together. Pinch dough into small rough rounds, placing them over filling.Adjust oven rack to lower-middle position and heat oven to 425 degrees. Meanwhile, toss onions, vegetables, and potato of choice with 3 tablespoons oil, 1 teaspoon herb of choice, and a sprinkling of salt and pepper on a rimmed baking sheet. Roast vegetables until just tender, stirring about halfway through, 15 to 18 minutes. Pour vegetables into a large bowl and reduce oven temperature to 400 degrees.While vegetables roast, microwave broth and milk on high power in a microwave-safe bowl until steamy, about 4 minutes. Heat remaining 3 tablespoons of oil over medium heat in a large saucepan or Dutch oven. Whisk in flour and remaining 1/2 teaspoon of herb of choice; cook until golden, about 1 minute. Whisk in broth/milk mixture and cook until sauce comes to a boil and fully thickens. Turn off heat, whisk in sherry and Parmesan and season to taste with salt and pepper. Add sauce to cooked vegetables, along with peas; adjust seasonings. Pour mixture into one 13- by 9-inch baking pan or two 9-inch pie plates.Top with biscuits or refrigerated piecrusts (see Topping Options, below) Bake until sauce is bubbly and top is golden brown, 25 to 30 minutes. Let cool slightly and serve.When serving a crowd, make one big potpie in a 13- by 9-inch pan (or 2 small ones in 9-inch pie plates). Top with a double recipeof Cheddar BiscuitsIn a hurry? Make two potpies in 9-inch pie plates and top with 9-inch refrigerated piecrusts.Bake one now and freeze one for later, make two potpies in 9-inch pie plates. Top one with biscuits and bake it now. Top the other with a refrigerated piecrust and freeze. (Bake frozen pie for about 1 hour.)",kitchenaid
